date,middlePB,equalWeightAveragePB,close,quantileInAllHistoryMiddlePB,quantileInRecent10YearsMiddlePB,quantileInAllHistoryEqualWeightAveragePB,quantileInRecent10YearsEqualWeightAveragePB
2020-10-13,2.97,4.31,3359.75,0.49635,0.51521,0.56707,0.59663
2020-10-14,2.97,4.28,3340.78,0.49648,0.51563,0.56196,0.59005
2020-10-15,2.94,4.26,3332.18,0.48983,0.50699,0.55634,0.58347
2020-10-16,2.93,4.25,3336.36,0.48631,0.50308,0.55463,0.58118
2020-10-19,2.92,4.22,3312.67,0.48227,0.49836,0.54875,0.57566
2020-10-20,2.96,4.25,3328.1,0.49414,0.51275,0.55486,0.58224
2020-10-21,2.91,4.23,3325.02,0.47916,0.49424,0.55055,0.57771
2020-10-22,2.91,4.2,3312.5,0.47929,0.49465,0.54389,0.5699
2020-10-23,2.87,4.13,3278.0,0.46979,0.48253,0.53411,0.55693
2020-10-26,2.87,4.15,3251.12,0.46993,0.48314,0.53606,0.55962
2020-10-27,2.86,4.15,3254.32,0.46773,0.47985,0.53618,0.56003
2020-10-28,2.84,4.13,3269.24,0.46266,0.47327,0.53396,0.55757
2020-10-29,2.82,4.1,3272.73,0.45838,0.46793,0.53044,0.55387
2020-10-30,2.73,3.99,3224.53,0.42965,0.42704,0.50845,0.52733
2020-11-02,2.73,3.98,3225.12,0.4298,0.42763,0.50702,0.52673
2020-11-03,2.79,4.06,3271.07,0.45178,0.46012,0.52197,0.54441
2020-11-04,2.79,4.06,3277.44,0.45192,0.46053,0.52209,0.54482
2020-11-05,2.86,4.12,3320.13,0.46869,0.48273,0.53287,0.55839
2020-11-06,2.82,4.06,3312.16,0.45896,0.46979,0.52208,0.54501
2020-11-09,2.89,4.16,3373.73,0.47494,0.49137,0.5383,0.56497
2020-11-10,2.86,4.13,3360.15,0.46885,0.48355,0.53479,0.56086
2020-11-11,2.83,4.04,3342.2,0.46172,0.47451,0.51882,0.54153
2020-11-12,2.84,4.05,3338.68,0.46341,0.47656,0.52024,0.54359
2020-11-13,2.84,4.05,3310.1,0.46355,0.47678,0.52036,0.54377
2020-11-16,2.86,4.07,3346.97,0.4694,0.4852,0.52412,0.54852
2020-11-17,2.83,4.03,3339.9,0.4615,0.47492,0.51465,0.5366
2020-11-18,2.87,4.03,3347.3,0.47201,0.48972,0.51477,0.53701
2020-11-19,2.87,4.05,3363.09,0.47214,0.49013,0.5206,0.54523
2020-11-20,2.87,4.07,3377.73,0.47228,0.49034,0.52461,0.54994
2020-11-23,2.89,4.07,3414.49,0.4763,0.49548,0.52473,0.55058
2020-11-24,2.88,4.07,3402.82,0.47411,0.49219,0.52486,0.55099
2020-11-25,2.86,4.0,3362.33,0.46907,0.48602,0.50815,0.53043
2020-11-26,2.84,4.0,3369.73,0.46299,0.4778,0.50828,0.53084
2020-11-27,2.83,4.0,3408.31,0.4608,0.47513,0.50841,0.53103
2020-11-30,2.82,3.98,3391.76,0.45732,0.47039,0.50466,0.52714
2020-12-01,2.85,4.03,3451.94,0.46599,0.48273,0.51487,0.53906
2020-12-02,2.86,4.05,3449.38,0.46975,0.48808,0.52094,0.5477
2020-12-03,2.85,4.04,3442.14,0.46601,0.48314,0.51874,0.54482
2020-12-04,2.86,4.05,3444.58,0.47003,0.4887,0.52119,0.54829
2020-12-07,2.86,4.04,3416.6,0.47016,0.48931,0.51873,0.54523
2020-12-08,2.85,4.03,3410.18,0.46591,0.48355,0.51446,0.53947
2020-12-09,2.78,3.97,3371.96,0.44513,0.45477,0.50219,0.52508
2020-12-10,2.79,3.97,3373.28,0.44941,0.46135,0.50232,0.52549
2020-12-11,2.73,3.91,3347.19,0.42684,0.42787,0.49419,0.51459
2020-12-14,2.75,3.96,3369.12,0.43318,0.4375,0.50077,0.52344
2020-12-15,2.74,3.95,3367.23,0.43126,0.43544,0.49884,0.52056
2020-12-16,2.71,3.9,3366.98,0.42109,0.41982,0.49149,0.51234
2020-12-17,2.73,3.95,3404.87,0.42691,0.42887,0.4991,0.52138
2020-12-18,2.72,3.92,3394.9,0.42423,0.42458,0.49536,0.51706
2020-12-21,2.73,3.98,3420.57,0.42721,0.42969,0.50502,0.53084
2020-12-22,2.68,3.89,3356.78,0.40984,0.40337,0.49047,0.51151
2020-12-23,2.69,3.92,3382.32,0.41231,0.40707,0.49549,0.51809
2020-12-24,2.62,3.85,3363.11,0.38774,0.37253,0.4812,0.50082
2020-12-25,2.64,3.9,3396.56,0.3964,0.3843,0.49138,0.51336
2020-12-28,2.62,3.84,3397.29,0.3878,0.37294,0.47993,0.5
2020-12-29,2.61,3.82,3379.04,0.38539,0.36924,0.47595,0.49465
2020-12-30,2.61,3.85,3414.45,0.38555,0.36965,0.48148,0.50206
2020-12-31,2.65,3.92,3473.07,0.4019,0.39268,0.49627,0.52056
2021-01-04,2.68,3.99,3502.96,0.4108,0.40625,0.50771,0.53577
2021-01-05,2.67,3.98,3528.68,0.40812,0.40296,0.50604,0.53454
2021-01-06,2.63,3.95,3550.88,0.39132,0.37911,0.5,0.52549
2021-01-07,2.55,3.89,3576.2,0.35936,0.33141,0.49037,0.51357
2021-01-08,2.55,3.88,3570.11,0.35953,0.33169,0.48716,0.51007
2021-01-11,2.49,3.8,3531.5,0.33273,0.29112,0.47266,0.4926
2021-01-12,2.5,3.82,3608.34,0.3383,0.29934,0.47536,0.49548
2021-01-13,2.45,3.76,3598.65,0.3105,0.25658,0.46343,0.48026
2021-01-14,2.46,3.77,3565.9,0.31529,0.26439,0.46639,0.48479
2021-01-15,2.51,3.79,3566.38,0.34368,0.30826,0.47063,0.49034
2021-01-18,2.55,3.86,3596.22,0.36051,0.33429,0.48436,0.50863
2021-01-19,2.56,3.87,3566.38,0.36452,0.34087,0.4868,0.51234
2021-01-20,2.58,3.9,3583.09,0.37186,0.35115,0.49257,0.51891
2021-01-21,2.58,3.93,3621.26,0.37202,0.35156,0.49808,0.5259
2021-01-22,2.54,3.92,3606.75,0.35476,0.32635,0.49718,0.52487
2021-01-25,2.49,3.88,3624.24,0.33265,0.29235,0.48784,0.51357
2021-01-26,2.49,3.84,3569.43,0.33282,0.29276,0.47926,0.50288
2021-01-27,2.49,3.84,3573.34,0.33299,0.29317,0.4794,0.50329
2021-01-28,2.48,3.78,3505.18,0.32702,0.28413,0.46801,0.48931
2021-01-29,2.43,3.72,3483.07,0.29675,0.23716,0.45689,0.4739
2021-02-01,2.41,3.74,3505.28,0.28619,0.22163,0.45934,0.47738
2021-02-02,2.42,3.74,3533.68,0.29097,0.22894,0.45947,0.4776
2021-02-03,2.39,3.71,3517.31,0.27582,0.20707,0.45399,0.47001
2021-02-04,2.34,3.65,3501.86,0.23792,0.15277,0.44237,0.45339
2021-02-05,2.3,3.58,3496.33,0.21155,0.11658,0.42131,0.42406
2021-02-08,2.32,3.58,3532.45,0.22554,0.13418,0.42146,0.42429
2021-02-09,2.36,3.65,3603.49,0.25511,0.17686,0.4428,0.45425
2021-02-10,2.37,3.69,3655.09,0.26142,0.18629,0.45162,0.46697
2021-02-18,2.44,3.75,3675.36,0.30398,0.24877,0.46146,0.48232
2021-02-19,2.51,3.81,3696.17,0.34575,0.31443,0.47487,0.49938
2021-02-22,2.53,3.79,3642.44,0.35408,0.32813,0.47117,0.49548
2021-02-23,2.52,3.78,3636.36,0.34966,0.32113,0.46927,0.49383
2021-02-24,2.54,3.76,3564.08,0.35773,0.33388,0.46328,0.48479
2021-02-25,2.51,3.73,3585.05,0.34565,0.31497,0.45781,0.47821
2021-02-26,2.51,3.69,3509.08,0.34582,0.31525,0.45107,0.46815
2021-03-01,2.56,3.76,3551.4,0.3679,0.34992,0.46369,0.48602
2021-03-02,2.56,3.73,3508.59,0.36806,0.35033,0.45797,0.47903
2021-03-03,2.59,3.78,3576.9,0.38146,0.37007,0.47008,0.4963
2021-03-04,2.57,3.71,3503.49,0.37169,0.35526,0.45392,0.47327
2021-03-05,2.59,3.74,3501.99,0.38178,0.37074,0.46017,0.48212
2021-03-08,2.56,3.66,3421.41,0.36794,0.35074,0.44275,0.45724
2021-03-09,2.51,3.55,3359.29,0.34546,0.31579,0.40651,0.40461
2021-03-10,2.46,3.53,3357.74,0.31536,0.26891,0.40107,0.39597
2021-03-11,2.52,3.6,3436.83,0.34986,0.32319,0.4269,0.43503
2021-03-12,2.51,3.59,3453.08,0.3457,0.31648,0.42323,0.43033
2021-03-15,2.51,3.55,3419.95,0.34587,0.31702,0.40661,0.40543
2021-03-16,2.55,3.59,3446.73,0.36408,0.34539,0.42353,0.43133
2021-03-17,2.56,3.63,3445.55,0.36906,0.35362,0.43561,0.44819
2021-03-18,2.55,3.64,3463.07,0.36414,0.34581,0.43804,0.45189
2021-03-19,2.55,3.61,3404.66,0.36431,0.34607,0.43006,0.4402
2021-03-22,2.59,3.67,3443.44,0.3835,0.37541,0.4467,0.46505
2021-03-23,2.57,3.64,3411.51,0.37326,0.35979,0.43821,0.45271
2021-03-24,2.55,3.6,3367.06,0.36428,0.34663,0.42694,0.43668
2021-03-25,2.53,3.61,3363.59,0.3543,0.33183,0.43013,0.4412
2021-03-26,2.56,3.65,3418.33,0.36968,0.35553,0.44295,0.46034
2021-03-29,2.57,3.66,3435.3,0.37389,0.36143,0.44461,0.46299
2021-03-30,2.52,3.64,3456.68,0.34947,0.32442,0.43842,0.45395
2021-03-31,2.54,3.63,3441.91,0.35799,0.33799,0.43552,0.44984
2021-04-01,2.55,3.65,3466.33,0.36474,0.34827,0.44326,0.46176
2021-04-02,2.55,3.68,3484.39,0.3649,0.34854,0.44973,0.47102
2021-04-06,2.57,3.7,3482.97,0.37468,0.36334,0.45367,0.47719
2021-04-07,2.6,3.71,3479.63,0.38952,0.38677,0.45685,0.48212
2021-04-08,2.56,3.71,3482.55,0.37019,0.35758,0.45698,0.48253
2021-04-09,2.58,3.7,3450.68,0.37895,0.37017,0.45358,0.4774
2021-04-12,2.54,3.65,3412.95,0.35761,0.33827,0.44284,0.46198
2021-04-13,2.52,3.63,3396.47,0.34893,0.3247,0.43489,0.45006
2021-04-14,2.55,3.69,3416.72,0.36502,0.34977,0.45324,0.4776
2021-04-15,2.56,3.7,3398.99,0.37074,0.35923,0.45413,0.47924
2021-04-16,2.61,3.74,3426.62,0.3954,0.39647,0.46412,0.49384
2021-04-19,2.65,3.78,3477.55,0.41197,0.42047,0.47436,0.50925
2021-04-20,2.64,3.77,3472.94,0.40682,0.41348,0.47096,0.5039
2021-04-21,2.63,3.77,3472.93,0.40141,0.40649,0.47109,0.50432
2021-04-22,2.63,3.78,3465.11,0.40156,0.40691,0.47476,0.51048
2021-04-23,2.6,3.75,3474.17,0.39011,0.38948,0.46505,0.4963
2021-04-26,2.58,3.73,3441.17,0.37916,0.37238,0.46115,0.49116
2021-04-27,2.56,3.7,3442.61,0.37024,0.35964,0.45347,0.47965
2021-04-28,2.58,3.71,3457.07,0.37948,0.3732,0.45714,0.48541
2021-04-29,2.56,3.68,3474.9,0.37031,0.36005,0.44845,0.47226
2021-04-30,2.54,3.69,3446.86,0.35685,0.33895,0.45237,0.47823
2021-05-06,2.55,3.69,3441.28,0.36432,0.35088,0.45251,0.47923
2021-05-07,2.54,3.64,3418.87,0.35693,0.33964,0.43652,0.45518
2021-05-10,2.54,3.66,3427.99,0.35709,0.34019,0.44347,0.46606
2021-05-11,2.56,3.67,3441.85,0.3711,0.3624,0.44637,0.47059
2021-05-12,2.59,3.7,3462.75,0.38686,0.38626,0.45432,0.48293
2021-05-13,2.58,3.69,3429.54,0.38047,0.37639,0.45294,0.48087
2021-05-14,2.61,3.76,3490.38,0.39698,0.40214,0.46918,0.50452
2021-05-17,2.58,3.75,3517.62,0.38053,0.3768,0.46655,0.50185
2021-05-18,2.6,3.76,3529.01,0.392,0.39531,0.46945,0.50555
2021-05-19,2.59,3.76,3510.96,0.38713,0.38749,0.46958,0.50596
2021-05-20,2.58,3.77,3506.94,0.3805,0.37721,0.47323,0.51172
2021-05-21,2.6,3.79,3486.56,0.39246,0.39638,0.47915,0.52015
2021-05-24,2.62,3.81,3497.28,0.4004,0.40889,0.48304,0.5253
2021-05-25,2.64,3.84,3581.34,0.4101,0.42287,0.4892,0.53435
2021-05-26,2.67,3.88,3593.36,0.42179,0.44097,0.49787,0.54587
2021-05-27,2.7,3.91,3608.85,0.43248,0.45701,0.50502,0.55492
2021-05-28,2.68,3.89,3600.78,0.42459,0.4449,0.50113,0.54975
2021-05-31,2.73,3.95,3615.48,0.4423,0.47306,0.51179,0.56438
2021-06-01,2.75,3.98,3624.71,0.44896,0.48334,0.51793,0.57425
2021-06-02,2.74,3.94,3597.14,0.44684,0.48087,0.50953,0.56191
2021-06-03,2.75,3.95,3584.21,0.44924,0.48416,0.51191,0.5652
2021-06-04,2.74,3.95,3591.84,0.44687,0.48109,0.51203,0.56538
2021-06-07,2.77,3.99,3599.54,0.45828,0.49794,0.52017,0.5773
2021-06-08,2.76,3.96,3580.11,0.45366,0.49095,0.51403,0.56908
2021-06-09,2.78,3.97,3591.4,0.46156,0.5037,0.5159,0.57237
2021-06-10,2.79,4.0,3610.86,0.46595,0.51069,0.52278,0.58183
2021-06-11,2.78,3.97,3589.75,0.46158,0.5039,0.51589,0.57254
2021-06-15,2.75,3.98,3556.56,0.44895,0.48499,0.51852,0.57713
2021-06-16,2.73,3.92,3518.33,0.44133,0.47347,0.50613,0.55903
2021-06-17,2.74,3.97,3525.6,0.44647,0.48211,0.51601,0.57384
2021-06-18,2.76,4.01,3525.1,0.45386,0.4926,0.52563,0.58676
2021-06-21,2.79,4.07,3529.18,0.46675,0.51337,0.54125,0.60798
2021-06-22,2.81,4.1,3557.41,0.47063,0.51831,0.54811,0.61744
2021-06-23,2.83,4.12,3566.22,0.47776,0.52941,0.55022,0.62073
2021-06-24,2.8,4.09,3566.65,0.46865,0.51625,0.54584,0.61497
2021-06-25,2.79,4.11,3607.56,0.46653,0.51357,0.5492,0.61924
2021-06-28,2.81,4.16,3606.37,0.47091,0.51954,0.55605,0.62855
2021-06-29,2.79,4.11,3573.18,0.46655,0.51419,0.54918,0.61991
2021-06-30,2.83,4.16,3591.2,0.47841,0.53147,0.55628,0.62937
2021-07-01,2.78,4.1,3588.78,0.46133,0.50638,0.54765,0.61826
2021-07-02,2.77,4.1,3518.76,0.45772,0.50041,0.54777,0.61842
2021-07-05,2.8,4.16,3534.32,0.46908,0.51831,0.55661,0.6306
2021-07-06,2.8,4.12,3530.26,0.46921,0.51872,0.55049,0.6232
2021-07-07,2.82,4.19,3553.72,0.47507,0.52735,0.56206,0.63883
2021-07-08,2.81,4.18,3525.5,0.47147,0.52201,0.55993,0.63677
2021-07-09,2.83,4.18,3524.09,0.47932,0.53413,0.56004,0.63692
2021-07-12,2.85,4.22,3547.84,0.48493,0.54258,0.56837,0.6487
2021-07-13,2.86,4.24,3566.52,0.48929,0.54916,0.57196,0.65241
2021-07-14,2.84,4.19,3528.5,0.48145,0.53764,0.56211,0.64007
2021-07-15,2.81,4.18,3564.59,0.47113,0.52242,0.55973,0.6376
2021-07-16,2.82,4.17,3539.3,0.47499,0.52837,0.55835,0.63528
2021-07-19,2.81,4.19,3539.12,0.47114,0.52283,0.56244,0.6413
2021-07-20,2.83,4.19,3536.79,0.47948,0.53599,0.56255,0.64171
2021-07-21,2.85,4.25,3562.66,0.48558,0.54504,0.57534,0.65858
2021-07-22,2.85,4.27,3574.73,0.48571,0.54545,0.58041,0.66516
2021-07-23,2.83,4.22,3550.4,0.47937,0.53618,0.56859,0.6509
2021-07-26,2.79,4.16,3467.44,0.46509,0.51543,0.55503,0.63143
2021-07-27,2.75,4.07,3381.18,0.44635,0.48622,0.538,0.60839
2021-07-28,2.67,4.03,3361.59,0.41743,0.44138,0.52645,0.59235
2021-07-29,2.73,4.15,3411.72,0.43843,0.47429,0.55313,0.62937
2021-07-30,2.77,4.16,3397.36,0.45644,0.50206,0.55547,0.63281
2021-08-02,2.82,4.22,3464.29,0.47543,0.53147,0.56923,0.65364
2021-08-03,2.82,4.19,3447.99,0.47556,0.53188,0.56264,0.64418
2021-08-04,2.85,4.26,3477.22,0.48686,0.54916,0.57788,0.66475
2021-08-05,2.82,4.24,3466.55,0.47558,0.53229,0.57302,0.65817
2021-08-06,2.83,4.25,3458.23,0.48042,0.53988,0.5761,0.66242
2021-08-09,2.85,4.29,3494.63,0.48724,0.55039,0.58463,0.67421
2021-08-10,2.88,4.36,3529.93,0.49678,0.56397,0.60035,0.69519
2021-08-11,2.91,4.35,3532.62,0.50483,0.57631,0.59723,0.69148
2021-08-12,2.94,4.35,3524.74,0.51535,0.5907,0.59733,0.6919
2021-08-13,2.94,4.34,3516.3,0.51547,0.59087,0.59495,0.68956
2021-08-16,2.94,4.32,3517.34,0.51559,0.59153,0.59134,0.68573
2021-08-17,2.87,4.2,3446.98,0.49418,0.56232,0.56298,0.64706
2021-08-18,2.9,4.23,3485.29,0.50148,0.57302,0.57026,0.65693
2021-08-19,2.88,4.24,3465.55,0.49641,0.56479,0.57235,0.6594
2021-08-20,2.86,4.17,3427.33,0.49085,0.55715,0.55638,0.63775
2021-08-23,2.93,4.28,3477.13,0.51199,0.58824,0.58344,0.67503
2021-08-24,2.94,4.29,3514.47,0.51631,0.59399,0.58453,0.67668
2021-08-25,2.96,4.32,3540.38,0.52039,0.59934,0.59204,0.68861
2021-08-26,2.93,4.27,3501.66,0.51186,0.58865,0.58078,0.67174
2021-08-27,2.9,4.23,3522.16,0.50136,0.57401,0.56977,0.65748
2021-08-30,2.89,4.22,3528.15,0.49827,0.56931,0.56741,0.65529
2021-08-31,2.87,4.18,3543.94,0.49346,0.56314,0.55715,0.64089
2021-09-01,2.86,4.15,3567.1,0.49013,0.5578,0.5501,0.62978
2021-09-02,2.89,4.17,3597.04,0.49864,0.57055,0.55564,0.63883
2021-09-03,2.9,4.16,3581.73,0.50197,0.57607,0.55254,0.63363
2021-09-06,2.93,4.22,3621.86,0.5127,0.59153,0.56794,0.65734
2021-09-07,2.97,4.26,3676.59,0.52416,0.60757,0.57791,0.67051
2021-09-08,2.98,4.27,3675.19,0.526,0.60921,0.58171,0.67544
2021-09-09,2.98,4.26,3693.13,0.52612,0.60963,0.57787,0.67092
2021-09-10,2.96,4.27,3703.11,0.52106,0.6028,0.58192,0.67599
2021-09-13,2.96,4.26,3715.37,0.52118,0.60321,0.57783,0.67105
2021-09-14,2.94,4.24,3662.6,0.51662,0.59745,0.57203,0.66283
2021-09-15,2.95,4.25,3656.22,0.51871,0.60033,0.57533,0.66776
2021-09-16,2.92,4.19,3607.09,0.50726,0.58512,0.55968,0.64638
2021-09-17,2.91,4.19,3613.97,0.50418,0.58035,0.55979,0.64653
2021-09-22,2.92,4.19,3628.49,0.5075,0.58642,0.5599,0.64733
2021-09-23,2.93,4.2,3642.22,0.5123,0.59342,0.56173,0.65021
2021-09-24,2.87,4.17,3613.07,0.49201,0.56397,0.55422,0.63965
2021-09-27,2.82,4.03,3582.83,0.47173,0.53292,0.52139,0.593
2021-09-28,2.81,4.07,3602.22,0.46695,0.52551,0.53305,0.60947
2021-09-29,2.73,3.96,3536.29,0.43415,0.4749,0.50467,0.56996
2021-09-30,2.79,4.05,3568.17,0.46131,0.51811,0.52813,0.60247
2021-10-08,2.84,4.08,3592.17,0.47962,0.54545,0.53561,0.61251
2021-10-11,2.82,4.05,3591.71,0.47213,0.53457,0.52811,0.60206
2021-10-12,2.77,3.99,3546.94,0.45189,0.50329,0.51154,0.57942
2021-10-13,2.79,4.03,3561.76,0.46135,0.51893,0.52123,0.59218
2021-10-14,2.81,4.04,3558.28,0.46737,0.52757,0.52552,0.59835
2021-10-15,2.78,4.01,3572.37,0.45548,0.50967,0.51631,0.58618
2021-10-18,2.8,4.03,3568.14,0.4642,0.52346,0.52133,0.59259
2021-10-19,2.81,4.04,3593.15,0.46776,0.52881,0.52586,0.59877
2021-10-20,2.79,4.05,3587.0,0.46127,0.51975,0.52892,0.60329
2021-10-21,2.78,4.01,3594.78,0.45528,0.51029,0.51605,0.58519
2021-10-22,2.75,3.98,3582.6,0.44121,0.48787,0.50857,0.57548
2021-10-26,2.75,4.01,3597.64,0.44134,0.48868,0.51629,0.58501
2021-10-27,2.7,3.93,3562.31,0.42262,0.45862,0.49657,0.5562
2021-10-28,2.63,3.84,3518.42,0.39437,0.41581,0.47711,0.53396
2021-10-29,2.67,3.87,3547.34,0.41189,0.44239,0.48409,0.54239
2021-11-01,2.7,3.88,3544.48,0.42305,0.45986,0.48593,0.54467
2021-11-02,2.67,3.86,3505.63,0.41194,0.44298,0.48141,0.53973
2021-11-03,2.68,3.88,3498.54,0.41502,0.44751,0.48618,0.54549
2021-11-04,2.73,3.93,3526.87,0.43374,0.47797,0.49731,0.55867
2021-11-05,2.72,3.92,3491.57,0.42972,0.47119,0.49597,0.5572
2021-11-08,2.74,3.93,3498.63,0.43915,0.48744,0.49756,0.55949
2021-11-09,2.76,3.98,3507.0,0.44735,0.49979,0.50965,0.57719
2021-11-10,2.78,4.0,3492.46,0.45701,0.51585,0.51441,0.58378
2021-11-11,2.8,4.03,3532.79,0.46618,0.53026,0.52283,0.5949
2021-11-12,2.84,4.09,3539.1,0.48267,0.55556,0.54102,0.61728
2021-11-15,2.9,4.11,3533.3,0.50427,0.58913,0.54528,0.6233
2021-11-16,2.87,4.08,3521.79,0.49561,0.57678,0.53807,0.61342
2021-11-17,2.92,4.13,3537.37,0.51134,0.59984,0.54891,0.62701
2021-11-18,2.88,4.1,3520.71,0.49805,0.57966,0.54366,0.62083
2021-11-19,2.92,4.14,3560.37,0.51158,0.60041,0.54987,0.62757
2021-11-22,2.94,4.2,3582.08,0.52121,0.61383,0.56558,0.65006
2021-11-23,2.97,4.21,3589.09,0.52913,0.62536,0.5669,0.65171
2021-11-24,3.0,4.22,3592.7,0.53631,0.63401,0.57139,0.65788
2021-11-25,3.0,4.22,3584.18,0.53642,0.63442,0.5715,0.65788
2021-11-26,2.98,4.21,3564.09,0.53117,0.62757,0.56673,0.65103
2021-11-29,2.98,4.23,3562.7,0.53129,0.62824,0.57414,0.66035
2021-11-30,3.0,4.24,3563.89,0.53676,0.63524,0.57668,0.66324
2021-12-01,3.04,4.26,3576.89,0.54734,0.648,0.58287,0.67229
2021-12-02,3.0,4.2,3573.84,0.53674,0.63524,0.56472,0.64718
2021-12-03,3.02,4.21,3607.43,0.54318,0.6428,0.56653,0.64979
2021-12-06,2.95,4.14,3589.31,0.52237,0.6163,0.54864,0.6233
2021-12-07,2.92,4.09,3595.09,0.51033,0.59984,0.53927,0.61177
2021-12-08,2.95,4.16,3637.57,0.52261,0.6163,0.55348,0.62989
2021-12-09,2.97,4.17,3673.04,0.52855,0.62495,0.55699,0.63565
2021-12-10,2.97,4.2,3666.35,0.52867,0.6251,0.56511,0.64691
2021-12-13,2.99,4.21,3681.08,0.53388,0.6303,0.56716,0.64965
2021-12-14,3.02,4.24,3661.53,0.54395,0.64265,0.57746,0.66282
2021-12-15,3.04,4.22,3647.63,0.54843,0.648,0.57198,0.65624
2021-12-16,3.07,4.24,3675.02,0.55267,0.65253,0.57767,0.66282
2021-12-17,3.03,4.2,3632.36,0.5455,0.64403,0.56467,0.64527
2021-12-20,2.99,4.13,3593.6,0.53348,0.62865,0.54658,0.61877
2021-12-21,3.03,4.18,3625.13,0.54572,0.64389,0.55809,0.63565
2021-12-22,3.05,4.2,3622.62,0.54947,0.64841,0.56499,0.64512
2021-12-23,3.02,4.18,3643.34,0.54352,0.64059,0.55806,0.63524
2021-12-24,2.97,4.11,3618.05,0.52763,0.6214,0.54241,0.61317
2021-12-27,2.99,4.12,3615.97,0.53332,0.62742,0.54398,0.61466
2021-12-28,3.01,4.15,3630.11,0.53803,0.63401,0.54966,0.62124
2021-12-29,3.01,4.13,3597.0,0.53814,0.63401,0.54638,0.61713
2021-12-30,3.05,4.17,3619.19,0.55012,0.64841,0.55642,0.63195
2021-12-31,3.06,4.19,3639.78,0.55217,0.65021,0.56258,0.63992
2022-01-04,3.12,4.19,3632.33,0.55784,0.65391,0.56268,0.63992
2022-01-05,3.08,4.13,3595.18,0.55456,0.65267,0.54609,0.61605
2022-01-06,3.11,4.16,3586.08,0.55709,0.6535,0.55249,0.62469
2022-01-07,3.04,4.09,3579.54,0.54849,0.64541,0.53664,0.60346
2022-01-10,3.09,4.11,3593.52,0.55561,0.65309,0.54159,0.60988
2022-01-11,3.07,4.09,3567.44,0.55354,0.65103,0.53662,0.60288
2022-01-12,3.1,4.15,3597.43,0.55727,0.65309,0.54978,0.61975
2022-01-13,3.08,4.1,3555.26,0.55448,0.65144,0.5395,0.60658
2022-01-14,3.07,4.11,3521.26,0.55338,0.65035,0.54179,0.60963
2022-01-17,3.14,4.17,3541.67,0.56146,0.65514,0.55711,0.63128
2022-01-18,3.07,4.12,3569.91,0.55336,0.64979,0.54346,0.61111
2022-01-19,3.09,4.1,3558.18,0.55588,0.65226,0.53922,0.60535
2022-01-20,2.99,4.0,3555.06,0.53137,0.62099,0.50845,0.56584
2022-01-21,2.95,3.95,3522.57,0.51894,0.60428,0.49554,0.54792
2022-01-24,2.94,3.96,3524.11,0.51616,0.60033,0.49807,0.55099
2022-01-25,2.81,3.81,3433.06,0.46419,0.52404,0.46395,0.51007
2022-01-26,2.83,3.82,3455.67,0.4742,0.54026,0.46553,0.51191
2022-01-27,2.73,3.69,3394.25,0.42805,0.46694,0.43408,0.46694
2022-01-28,2.76,3.72,3361.44,0.44169,0.4881,0.44193,0.47947
2022-02-07,2.8,3.76,3429.58,0.46061,0.51728,0.45073,0.49012
2022-02-08,2.85,3.79,3452.63,0.48194,0.55062,0.46026,0.5037
2022-02-09,2.89,3.84,3479.95,0.49603,0.57078,0.47098,0.51852
2022-02-10,2.87,3.82,3485.91,0.49061,0.56379,0.46606,0.5107
2022-02-11,2.8,3.74,3462.95,0.46041,0.51625,0.44549,0.48211
2022-02-14,2.8,3.74,3428.88,0.46054,0.51605,0.44562,0.48189
2022-02-15,2.81,3.79,3446.09,0.46452,0.52181,0.46043,0.50288
2022-02-16,2.85,3.83,3465.83,0.4822,0.54979,0.46825,0.51358
2022-02-17,2.83,3.81,3468.04,0.47463,0.53786,0.46453,0.50782
2022-02-18,2.85,3.83,3490.76,0.48245,0.54998,0.46851,0.51378
2022-02-21,2.9,3.86,3490.61,0.5006,0.57613,0.47657,0.52428
2022-02-22,2.86,3.82,3457.15,0.48727,0.55638,0.46636,0.50947
2022-02-23,2.9,3.92,3489.15,0.50084,0.57613,0.49147,0.54074
2022-02-24,2.82,3.82,3429.96,0.46902,0.52881,0.46638,0.50905
2022-02-25,2.85,3.85,3451.41,0.48235,0.54916,0.47347,0.51954
2022-02-28,2.83,3.86,3462.31,0.47432,0.53663,0.47696,0.52387
2022-03-01,2.87,3.89,3488.83,0.49172,0.56278,0.48524,0.53232
2022-03-02,2.88,3.89,3484.19,0.49448,0.56566,0.48536,0.53232
2022-03-03,2.87,3.86,3481.11,0.49172,0.56255,0.47685,0.52305
2022-03-04,2.83,3.82,3447.65,0.4741,0.53599,0.46595,0.5072
2022-03-07,2.79,3.76,3372.86,0.45529,0.50844,0.44929,0.48291
2022-03-08,2.69,3.65,3293.53,0.4094,0.43763,0.42042,0.43969
2022-03-09,2.63,3.62,3256.39,0.38629,0.40305,0.41002,0.42404
2022-03-10,2.68,3.66,3296.09,0.40704,0.43416,0.42262,0.44239
2022-03-11,2.71,3.69,3309.75,0.41868,0.45249,0.43234,0.45701
2022-03-14,2.63,3.58,3223.53,0.38625,0.40346,0.39607,0.4051
2022-03-15,2.5,3.43,3063.97,0.31985,0.30054,0.34331,0.32483
2022-03-16,2.57,3.53,3170.71,0.35759,0.35941,0.37793,0.37711
